SUBJECT,URL
scissors,https://github.com/lyft/scissors
ninja,https://github.com/ninjaframework/ninja
ProductTour,https://github.com/matrixxun/ProductTour
android-job,https://github.com/evernote/android-job
jfinal,https://github.com/jfinal/jfinal
android_design_patterns_analysis,https://github.com/simple-android-framework/android_design_patterns_analysis
rstudio,https://github.com/rstudio/rstudio
curator,https://github.com/Netflix/curator
snackbar,https://github.com/nispok/snackbar
groovy,https://github.com/apache/groovy
packr,https://github.com/libgdx/packr
baseAdapter,https://github.com/hongyangAndroid/baseAdapter
AndroidSweetSheet,https://github.com/zzz40500/AndroidSweetSheet
DropDownMenu,https://github.com/dongjunkun/DropDownMenu
keywhiz,https://github.com/square/keywhiz
groovy-core,https://github.com/groovy/groovy-core
KeyBox,https://github.com/skavanagh/KeyBox
h2o-3,https://github.com/h2oai/h2o-3
StickyHeaderListView,https://github.com/sfsheng0322/StickyHeaderListView
AisenWeiBo,https://github.com/wangdan/AisenWeiBo
base-adapter-helper,https://github.com/JoanZapata/base-adapter-helper
moco,https://github.com/dreamhead/moco
GCViewer,https://github.com/chewiebug/GCViewer
Talon-for-Twitter,https://github.com/klinker24/Talon-for-Twitter
FlatUI,https://github.com/eluleci/FlatUI
stream-lib,https://github.com/addthis/stream-lib
Swipecards,https://github.com/Diolor/Swipecards
cobar,https://github.com/alibaba/cobar
android-flowlayout,https://github.com/ApmeM/android-flowlayout
netty-socketio,https://github.com/mrniko/netty-socketio
error-prone,https://github.com/google/error-prone
PersistentSearch,https://github.com/Quinny898/PersistentSearch
failsafe,https://github.com/jhalterman/failsafe
Android-ReactiveLocation,https://github.com/mcharmas/Android-ReactiveLocation
jOOQ,https://github.com/jOOQ/jOOQ
XPrivacy,https://github.com/M66B/XPrivacy
material-intro-screen,https://github.com/TangoAgency/material-intro-screen
LookLook,https://github.com/xinghongfei/LookLook
Carbon,https://github.com/ZieIony/Carbon
BlurView,https://github.com/Dimezis/BlurView
requery,https://github.com/requery/requery
AndroidFillableLoaders,https://github.com/JorgeCastilloPrz/AndroidFillableLoaders
XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard
crawler4j,https://github.com/yasserg/crawler4j
AnimeTaste,https://github.com/daimajia/AnimeTaste
MaterialList,https://github.com/dexafree/MaterialList
rest.li,https://github.com/linkedin/rest.li
floatingsearchview,https://github.com/arimorty/floatingsearchview
pixel-dungeon,https://github.com/watabou/pixel-dungeon
android-testing-templates,https://github.com/googlesamples/android-testing-templates
sharding-jdbc,https://github.com/dangdangdotcom/sharding-jdbc
checkstyle,https://github.com/checkstyle/checkstyle
MaterialIntroView,https://github.com/iammert/MaterialIntroView
java-apns,https://github.com/notnoop/java-apns
QuickReturn,https://github.com/lawloretienne/QuickReturn
android-actionbar,https://github.com/johannilsson/android-actionbar
cachecloud,https://github.com/sohutv/cachecloud
WaveSwipeRefreshLayout,https://github.com/recruit-lifestyle/WaveSwipeRefreshLayout
AndroidPhotoFilters,https://github.com/Zomato/AndroidPhotoFilters
AndroidProcess,https://github.com/wenmingvs/AndroidProcess
crate,https://github.com/crate/crate
nucleus,https://github.com/konmik/nucleus
android-pathview,https://github.com/geftimov/android-pathview
chromeview,https://github.com/pwnall/chromeview
epoxy,https://github.com/airbnb/epoxy
SimpleCropView,https://github.com/IsseiAoki/SimpleCropView
commafeed,https://github.com/Athou/commafeed
oryx,https://github.com/cloudera/oryx
LoadingView,https://github.com/ldoublem/LoadingView
android-card-slide-panel,https://github.com/xmuSistone/android-card-slide-panel
torodb,https://github.com/torodb/torodb
libstreaming,https://github.com/fyhertz/libstreaming
material-camera,https://github.com/afollestad/material-camera
bytecode-viewer,https://github.com/Konloch/bytecode-viewer
ImageViewZoom,https://github.com/sephiroth74/ImageViewZoom
Highlight,https://github.com/hongyangAndroid/Highlight
frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin
DataX,https://github.com/alibaba/DataX
spring-loaded,https://github.com/spring-projects/spring-loaded
AntennaPod,https://github.com/AntennaPod/AntennaPod
BGABadgeView-Android,https://github.com/bingoogolapple/BGABadgeView-Android
assertj-android,https://github.com/square/assertj-android
cucumber-jvm,https://github.com/cucumber/cucumber-jvm
YCSB,https://github.com/brianfrankcooper/YCSB
cw-advandroid,https://github.com/commonsguy/cw-advandroid
spring-security,https://github.com/spring-projects/spring-security
AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView
cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications
BlurDialogFragment,https://github.com/tvbarthel/BlurDialogFragment
pinot,https://github.com/linkedin/pinot
device-year-class,https://github.com/facebook/device-year-class
android-beacon-library,https://github.com/AltBeacon/android-beacon-library
MagicaSakura,https://github.com/Bilibili/MagicaSakura
Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator
MagicCamera,https://github.com/wuhaoyu1990/MagicCamera
reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm
KenBurnsView,https://github.com/flavioarfaria/KenBurnsView
xabber-android,https://github.com/redsolution/xabber-android
feign,https://github.com/OpenFeign/feign
Android-MaterialRefreshLayout,https://github.com/android-cjj/Android-MaterialRefreshLayout
VirtualApp,https://github.com/asLody/VirtualApp
sonarqube,https://github.com/SonarSource/sonarqube
android-auto-scroll-view-pager,https://github.com/Trinea/android-auto-scroll-view-pager
android-parallax-recyclerview,https://github.com/kanytu/android-parallax-recyclerview
MarsDaemon,https://github.com/Marswin/MarsDaemon
aFileChooser,https://github.com/iPaulPro/aFileChooser
FlexLayout,https://github.com/mmin18/FlexLayout
ignition,https://github.com/mttkay/ignition
android-selector-chapek,https://github.com/inmite/android-selector-chapek
qualitymatters,https://github.com/artem-zinnatullin/qualitymatters
AndroidRubberIndicator,https://github.com/LyndonChin/AndroidRubberIndicator
CircleRefreshLayout,https://github.com/tuesda/CircleRefreshLayout
GraphView,https://github.com/jjoe64/GraphView
StickyGridHeaders,https://github.com/TonicArtos/StickyGridHeaders
learning-spark,https://github.com/databricks/learning-spark
android-satellite-menu,https://github.com/siyamed/android-satellite-menu
Backboard,https://github.com/tumblr/Backboard
android_page_curl,https://github.com/harism/android_page_curl
FoldableLayout,https://github.com/alexvasilkov/FoldableLayout
android-demos,https://github.com/novoda/android-demos
DiagonalLayout,https://github.com/florent37/DiagonalLayout
Onboarding,https://github.com/eoinfogarty/Onboarding
google-io-2014,https://github.com/romainguy/google-io-2014
Titanic,https://github.com/RomainPiel/Titanic
AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker
TextJustify-Android,https://github.com/bluejamesbond/TextJustify-Android
kickmaterial,https://github.com/byoutline/kickmaterial
StarWars.Android,https://github.com/Yalantis/StarWars.Android
WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android
LDrawer,https://github.com/keklikhasan/LDrawer
MaterialLogin,https://github.com/fanrunqi/MaterialLogin
PhotoPicker,https://github.com/donglua/PhotoPicker
ElasticDownload,https://github.com/Tibolte/ElasticDownload
ratpack,https://github.com/ratpack/ratpack
LikeAnimation,https://github.com/frogermcs/LikeAnimation
Swipeable-Cards,https://github.com/kikoso/Swipeable-Cards
spock,https://github.com/spockframework/spock
CustomShapeImageView,https://github.com/MostafaGazar/CustomShapeImageView
android-app-common-tasks,https://github.com/multidots/android-app-common-tasks
MaterialEverywhere,https://github.com/antoniolg/MaterialEverywhere
qksms,https://github.com/moezbhatti/qksms
ArcMenu,https://github.com/daCapricorn/ArcMenu
javacv,https://github.com/bytedeco/javacv
JavaVerbalExpressions,https://github.com/VerbalExpressions/JavaVerbalExpressions
road-trip,https://github.com/romainguy/road-trip
Taurus,https://github.com/Yalantis/Taurus
ExpandingPager,https://github.com/qs-lll/ExpandingPager
zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded
ViewPagerTransforms,https://github.com/ToxicBakery/ViewPagerTransforms
XobotOS,https://github.com/xamarin/XobotOS
elastic-job,https://github.com/dangdangdotcom/elastic-job
Android-AppMsg,https://github.com/johnkil/Android-AppMsg
javaslang,https://github.com/javaslang/javaslang
ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP
smali,https://github.com/JesusFreke/smali
MarqueeView,https://github.com/sfsheng0322/MarqueeView
android-adDialog,https://github.com/yipianfengye/android-adDialog
AsymmetricGridView,https://github.com/felipecsl/AsymmetricGridView
mysql_perf_analyzer,https://github.com/yahoo/mysql_perf_analyzer
asmack,https://github.com/Flowdalic/asmack
AndroidChromium,https://github.com/JackyAndroid/AndroidChromium
android-smart-image-view,https://github.com/loopj/android-smart-image-view
Knife,https://github.com/mthli/Knife
BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation
Gaffer,https://github.com/gchq/Gaffer
Android-ParallaxHeaderViewPager,https://github.com/kmshack/Android-ParallaxHeaderViewPager
RoboBinding,https://github.com/RoboBinding/RoboBinding
RecyclerView-FlexibleDivider,https://github.com/yqritc/RecyclerView-FlexibleDivider
squidb,https://github.com/yahoo/squidb
databus,https://github.com/linkedin/databus
AirMapView,https://github.com/airbnb/AirMapView
MaterialTabs,https://github.com/neokree/MaterialTabs
killbill,https://github.com/killbill/killbill
Notes,https://github.com/MiCode/Notes
android-circlebutton,https://github.com/markushi/android-circlebutton
Pokemap,https://github.com/omkarmoghe/Pokemap
jphp,https://github.com/jphp-compiler/jphp
immutables,https://github.com/immutables/immutables
GeekNews,https://github.com/codeestX/GeekNews
XposedInstaller,https://github.com/rovo89/XposedInstaller
blueprints,https://github.com/tinkerpop/blueprints
Android-SwipeToDismiss,https://github.com/romannurik/Android-SwipeToDismiss
quickstart-android,https://github.com/firebase/quickstart-android
undertow,https://github.com/undertow-io/undertow
SearchView,https://github.com/lapism/SearchView
JsonPath,https://github.com/jayway/JsonPath
Compressor,https://github.com/zetbaitsu/Compressor
commons,https://github.com/twitter/commons
byte-buddy,https://github.com/raphw/byte-buddy
android-ripple-background,https://github.com/skyfishjy/android-ripple-background
Parse-SDK-Android,https://github.com/ParsePlatform/Parse-SDK-Android
syncany,https://github.com/syncany/syncany
DragTopLayout,https://github.com/chenupt/DragTopLayout
GlassActionBar,https://github.com/ManuelPeinado/GlassActionBar
jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine
LazyList,https://github.com/thest1/LazyList
wire-android,https://github.com/wireapp/wire-android
MetaballLoading,https://github.com/dodola/MetaballLoading
TastyToast,https://github.com/yadav-rahul/TastyToast
loaderviewlibrary,https://github.com/elye/loaderviewlibrary
EventHub,https://github.com/Codecademy/EventHub
ECTranslation,https://github.com/Skykai521/ECTranslation
ViewPagerIndicator,https://github.com/LuckyJayce/ViewPagerIndicator
discrollview,https://github.com/flavienlaurent/discrollview
labelview,https://github.com/linger1216/labelview
HotFix,https://github.com/dodola/HotFix
FlexibleAdapter,https://github.com/davideas/FlexibleAdapter
PhotoNoter,https://github.com/yydcdut/PhotoNoter
mongo-hadoop,https://github.com/mongodb/mongo-hadoop
FinestWebView-Android,https://github.com/TheFinestArtist/FinestWebView-Android
dbeaver,https://github.com/serge-rider/dbeaver
RecyclerViewUndoSwipe,https://github.com/HoneyNeutrons/RecyclerViewUndoSwipe
FBReaderJ,https://github.com/geometer/FBReaderJ
TrayNotification,https://github.com/PlusHaze/TrayNotification
Horizon,https://github.com/Yalantis/Horizon
SnackBar,https://github.com/MrEngineer13/SnackBar
AndroidDynamicLoader,https://github.com/mmin18/AndroidDynamicLoader
Caldroid,https://github.com/roomorama/Caldroid
android-app,https://github.com/eoecn/android-app
Quality-Tools-for-Android,https://github.com/stephanenicolas/Quality-Tools-for-Android
DatePicker,https://github.com/AigeStudio/DatePicker
Android-Clean-Boilerplate,https://github.com/dmilicic/Android-Clean-Boilerplate
TakePhoto,https://github.com/crazycodeboy/TakePhoto
android-shapeLoadingView,https://github.com/zzz40500/android-shapeLoadingView
reflections,https://github.com/ronmamo/reflections
android-ocr,https://github.com/rmtheis/android-ocr
tomcat,https://github.com/apache/tomcat
BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android
Rajawali,https://github.com/Rajawali/Rajawali
android-pluginmgr,https://github.com/houkx/android-pluginmgr
RecyclerRefreshLayout,https://github.com/dinuscxj/RecyclerRefreshLayout
ambrose,https://github.com/twitter/ambrose
bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client
gitblit,https://github.com/gitblit/gitblit
loadtoast,https://github.com/code-mc/loadtoast
Notes,https://github.com/lguipeng/Notes
FloatingSearchView,https://github.com/renaudcerrato/FloatingSearchView
Android-Download-Manager-Pro,https://github.com/majidgolshadi/Android-Download-Manager-Pro
android-segmented-control,https://github.com/Kaopiz/android-segmented-control
wiremock,https://github.com/tomakehurst/wiremock
spring-boot-admin,https://github.com/codecentric/spring-boot-admin
android-page-transition,https://github.com/xmuSistone/android-page-transition
AndroidPdfViewer,https://github.com/barteksc/AndroidPdfViewer
NavigationTabStrip,https://github.com/DevLight-Mobile-Agency/NavigationTabStrip
nutz,https://github.com/nutzam/nutz
cw-android,https://github.com/commonsguy/cw-android
jeromq,https://github.com/zeromq/jeromq
android-percent-support-extend,https://github.com/hongyangAndroid/android-percent-support-extend
cameraview,https://github.com/google/cameraview
android-edittext-validator,https://github.com/vekexasia/android-edittext-validator
android-GridViewWithHeaderAndFooter,https://github.com/liaohuqiu/android-GridViewWithHeaderAndFooter
react-native-video,https://github.com/react-native-community/react-native-video
GuideView,https://github.com/binIoter/GuideView
HdrHistogram,https://github.com/HdrHistogram/HdrHistogram
StandOut,https://github.com/pingpongboss/StandOut
Slidr,https://github.com/r0adkll/Slidr
tray,https://github.com/grandcentrix/tray
welcome-android,https://github.com/stephentuso/welcome-android
vector-compat,https://github.com/wnafee/vector-compat
paper-onboarding-android,https://github.com/Ramotion/paper-onboarding-android
jjwt,https://github.com/jwtk/jjwt
FastAdapter,https://github.com/mikepenz/FastAdapter
EazeGraph,https://github.com/blackfizz/EazeGraph
SeriesGuide,https://github.com/UweTrottmann/SeriesGuide
Smack,https://github.com/igniterealtime/Smack
RocooFix,https://github.com/dodola/RocooFix
PokeGOAPI-Java,https://github.com/Grover-c13/PokeGOAPI-Java
exhibitor,https://github.com/soabase/exhibitor
ViewAnimator,https://github.com/florent37/ViewAnimator
smooth-app-bar-layout,https://github.com/henrytao-me/smooth-app-bar-layout
SimpleNews,https://github.com/liuling07/SimpleNews
android-vertical-slide-view,https://github.com/xmuSistone/android-vertical-slide-view
Paper,https://github.com/pilgr/Paper
jimfs,https://github.com/google/jimfs
jitsi,https://github.com/jitsi/jitsi
TransitionPlayer,https://github.com/linfaxin/TransitionPlayer
welcome-coordinator,https://github.com/txusballesteros/welcome-coordinator
hive,https://github.com/apache/hive
pull-to-make-soup,https://github.com/Yalantis/pull-to-make-soup
ToggleDrawable,https://github.com/renaudcerrato/ToggleDrawable
qianghongbao,https://github.com/lendylongli/qianghongbao
api-samples,https://github.com/youtube/api-samples
Curved-Fab-Reveal-Example,https://github.com/saulmm/Curved-Fab-Reveal-Example
android-about-page,https://github.com/medyo/android-about-page
phrase,https://github.com/square/phrase
PagerBottomTabStrip,https://github.com/tyzlmjj/PagerBottomTabStrip
CircularImageView,https://github.com/Pkmmte/CircularImageView
archaius,https://github.com/Netflix/archaius
MagicIndicator,https://github.com/hackware1993/MagicIndicator
CtCI-6th-Edition,https://github.com/careercup/CtCI-6th-Edition
CircularAnim,https://github.com/XunMengWinter/CircularAnim
MultipleTheme,https://github.com/dersoncheng/MultipleTheme
Android-WizardPager,https://github.com/romannurik/Android-WizardPager
PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView
material-design-dimens,https://github.com/DmitryMalkovich/material-design-dimens
ExpandableLayout,https://github.com/traex/ExpandableLayout
CalendarListview,https://github.com/traex/CalendarListview
AndroidTraining,https://github.com/mixi-inc/AndroidTraining
Android-RoundCornerProgressBar,https://github.com/akexorcist/Android-RoundCornerProgressBar
ig-json-parser,https://github.com/Instagram/ig-json-parser
Space-Navigation-View,https://github.com/armcha/Space-Navigation-View
greedo-layout-for-android,https://github.com/500px/greedo-layout-for-android
RecyclerViewCardGallery,https://github.com/huazhiyuan2008/RecyclerViewCardGallery
BeautifulRefreshLayout,https://github.com/android-cjj/BeautifulRefreshLayout
dev-summit-architecture-demo,https://github.com/yigit/dev-summit-architecture-demo
Java-Chronicle,https://github.com/peter-lawrey/Java-Chronicle
cube-sdk,https://github.com/liaohuqiu/cube-sdk
gesture-imageview,https://github.com/jasonpolites/gesture-imageview
jetty.project,https://github.com/eclipse/jetty.project
GifView,https://github.com/Cutta/GifView
WheelPicker,https://github.com/AigeStudio/WheelPicker
material-sheet-fab,https://github.com/gowong/material-sheet-fab
jackson-databind,https://github.com/FasterXML/jackson-databind
pegdown,https://github.com/sirthias/pegdown
StatusBarCompat,https://github.com/niorgai/StatusBarCompat
FlycoDialog_Master,https://github.com/H07000223/FlycoDialog_Master
adb-idea,https://github.com/pbreault/adb-idea
ribbon,https://github.com/Netflix/ribbon
querydsl,https://github.com/querydsl/querydsl
GridPasswordView,https://github.com/Jungerr/GridPasswordView
PinterestLikeAdapterView,https://github.com/GDG-Korea/PinterestLikeAdapterView
rootbeer1,https://github.com/pcpratts/rootbeer1
AndroidScrollingImageView,https://github.com/Q42/AndroidScrollingImageView
cwac-camera,https://github.com/commonsguy/cwac-camera
pulsar,https://github.com/yahoo/pulsar
jackson-core,https://github.com/FasterXML/jackson-core
phonegap-plugins,https://github.com/purplecabbage/phonegap-plugins
MaterializeYourApp,https://github.com/antoniolg/MaterializeYourApp
MaterialTransitions,https://github.com/toddway/MaterialTransitions
smoothie,https://github.com/lucasr/smoothie
sqldelight,https://github.com/square/sqldelight
KLog,https://github.com/ZhaoKaiQiang/KLog
FileExplorer,https://github.com/MiCode/FileExplorer
jmxtrans,https://github.com/jmxtrans/jmxtrans
jvm-tools,https://github.com/aragozin/jvm-tools
BGAQRCode-Android,https://github.com/bingoogolapple/BGAQRCode-Android
morphia,https://github.com/mongodb/morphia
todo.txt-android,https://github.com/ginatrapani/todo.txt-android
java-string-similarity,https://github.com/tdebatty/java-string-similarity
floatlabelededittext,https://github.com/wrapp/floatlabelededittext
HoloColorPicker,https://github.com/LarsWerkman/HoloColorPicker
astrid,https://github.com/todoroo/astrid
sms-backup-plus,https://github.com/jberkel/sms-backup-plus
Dragger,https://github.com/ppamorim/Dragger
AndroidChangeSkin,https://github.com/hongyangAndroid/AndroidChangeSkin
ArcAnimator,https://github.com/asyl/ArcAnimator
AndroidSocialNetworks,https://github.com/antonkrasov/AndroidSocialNetworks
StereoView,https://github.com/ImmortalZ/StereoView
materialistic,https://github.com/hidroh/materialistic
ChatSecureAndroid,https://github.com/guardianproject/ChatSecureAndroid
SwipeStack,https://github.com/flschweiger/SwipeStack
Android-TextView-LinkBuilder,https://github.com/klinker24/Android-TextView-LinkBuilder
android-vision,https://github.com/googlesamples/android-vision
elephant-bird,https://github.com/twitter/elephant-bird
spring-petclinic,https://github.com/spring-projects/spring-petclinic
Lazy,https://github.com/l123456789jy/Lazy
browser-android,https://github.com/brave/browser-android
Leonids,https://github.com/plattysoft/Leonids
WaveLoadingView,https://github.com/tangqi92/WaveLoadingView
AndroidEventBus,https://github.com/hehonghui/AndroidEventBus
liquibase,https://github.com/liquibase/liquibase
pad,https://github.com/ether/pad
android-flux-todo-app,https://github.com/lgvalle/android-flux-todo-app
Android-StepsView,https://github.com/anton46/Android-StepsView
Avengers,https://github.com/saulmm/Avengers
mustache.java,https://github.com/spullara/mustache.java
SwipeToLoadLayout,https://github.com/Aspsine/SwipeToLoadLayout
orbit,https://github.com/orbit/orbit
Twidere-Android,https://github.com/TwidereProject/Twidere-Android
coolMenu,https://github.com/DxTT/coolMenu
GoogleProgressBar,https://github.com/jpardogo/GoogleProgressBar
OpenGrok,https://github.com/OpenGrok/OpenGrok
FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android
ormlite-android,https://github.com/j256/ormlite-android
Android-ActionItemBadge,https://github.com/mikepenz/Android-ActionItemBadge
bubbles-for-android,https://github.com/txusballesteros/bubbles-for-android
WebCollector,https://github.com/CrawlScript/WebCollector
graphhopper,https://github.com/graphhopper/graphhopper
capsule,https://github.com/puniverse/capsule
neuralnetworks,https://github.com/ivan-vasilev/neuralnetworks
lwjgl-basics,https://github.com/mattdesl/lwjgl-basics
camel,https://github.com/apache/camel
SlantedTextView,https://github.com/HeZaiJin/SlantedTextView
json2view,https://github.com/Avocarrot/json2view
android-design-template,https://github.com/andreasschrade/android-design-template
CameraFilter,https://github.com/nekocode/CameraFilter
folding-plugin,https://github.com/dmytrodanylyk/folding-plugin
android-maven-plugin,https://github.com/simpligility/android-maven-plugin
elasticsearch-river-mongodb,https://github.com/richardwilly98/elasticsearch-river-mongodb
java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation
MVCHelper,https://github.com/LuckyJayce/MVCHelper
droid-fu,https://github.com/mttkay/droid-fu
Fancybuttons,https://github.com/medyo/Fancybuttons
java-repl,https://github.com/albertlatacz/java-repl
RippleView,https://github.com/siriscac/RippleView
telescope,https://github.com/mattprecious/telescope
servo,https://github.com/Netflix/servo
GestureViews,https://github.com/alexvasilkov/GestureViews
unirest-java,https://github.com/Mashape/unirest-java
frodo,https://github.com/android10/frodo
Colorful,https://github.com/hehonghui/Colorful
PreLollipopTransition,https://github.com/takahirom/PreLollipopTransition
NewPipe,https://github.com/TeamNewPipe/NewPipe
FunGameRefresh,https://github.com/Hitomis/FunGameRefresh
JavaHamcrest,https://github.com/hamcrest/JavaHamcrest
android-database-sqlcipher,https://github.com/sqlcipher/android-database-sqlcipher
gl-react-native,https://github.com/ProjectSeptemberInc/gl-react-native
parboiled,https://github.com/sirthias/parboiled
kairosdb,https://github.com/kairosdb/kairosdb
advanced-textview,https://github.com/chiuki/advanced-textview
android-historian,https://github.com/mwolfson/android-historian
VideoRecorder,https://github.com/qdrzwd/VideoRecorder
Renderers,https://github.com/pedrovgs/Renderers
AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates
Android-Ptr-Comparison,https://github.com/desmond1121/Android-Ptr-Comparison
RxVolley,https://github.com/kymjs/RxVolley
Openfire,https://github.com/igniterealtime/Openfire
android-flat-button,https://github.com/hoang8f/android-flat-button
FancyCoverFlow,https://github.com/davidschreiber/FancyCoverFlow
android-demo,https://github.com/Trinea/android-demo
simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding
ActivityRouter,https://github.com/mzule/ActivityRouter
TileView,https://github.com/moagrius/TileView
Surviving-with-android,https://github.com/survivingwithandroid/Surviving-with-android
languagetool,https://github.com/languagetool-org/languagetool
ListBuddies,https://github.com/jpardogo/ListBuddies
Once,https://github.com/jonfinerty/Once
liferay-portal,https://github.com/liferay/liferay-portal
RichText,https://github.com/zzhoujay/RichText
Android-MonthCalendarWidget,https://github.com/romannurik/Android-MonthCalendarWidget
mahout,https://github.com/apache/mahout
material-intro,https://github.com/HeinrichReimer/material-intro
T-MVP,https://github.com/north2014/T-MVP
netty-learning,https://github.com/code4craft/netty-learning
VCameraDemo,https://github.com/motianhuo/VCameraDemo
EasyRecyclerView,https://github.com/Jude95/EasyRecyclerView
HeaderAndFooterRecyclerView,https://github.com/cundong/HeaderAndFooterRecyclerView
easydeviceinfo,https://github.com/nisrulz/easydeviceinfo
jitwatch,https://github.com/AdoptOpenJDK/jitwatch
platform_frameworks_support,https://github.com/android/platform_frameworks_support
ImageBlurring,https://github.com/qiujuer/ImageBlurring
bitcoinj,https://github.com/bitcoinj/bitcoinj
Osmand,https://github.com/osmandapp/Osmand
oryx,https://github.com/OryxProject/oryx
android-simple-facebook,https://github.com/sromku/android-simple-facebook
RoadRunner,https://github.com/glomadrian/RoadRunner
UrlImageViewHelper,https://github.com/koush/UrlImageViewHelper
Jgraph,https://github.com/ZuYun/Jgraph
hbase,https://github.com/apache/hbase
android-slidingactivity,https://github.com/klinker41/android-slidingactivity
android-weak-handler,https://github.com/badoo/android-weak-handler
TinyDancer,https://github.com/friendlyrobotnyc/TinyDancer
image-loader,https://github.com/novoda/image-loader
FloatingToolbar,https://github.com/rubensousa/FloatingToolbar
kryonet,https://github.com/EsotericSoftware/kryonet
card.io-Android-SDK,https://github.com/card-io/card.io-Android-SDK
TranslateApp,https://github.com/maoruibin/TranslateApp
BlurImageView,https://github.com/wingjay/BlurImageView
JazzyListView,https://github.com/twotoasters/JazzyListView
ReadMoreTextView,https://github.com/borjabravo10/ReadMoreTextView
sensey,https://github.com/nisrulz/sensey
