name,compiled,tested,tests,suites,failures,runs,mvn_time_avg,mvn_time_sd,xml_time_avg,xml_time_sd,perc_failures,timecost_group,below_threshold
q7322068_rest-base,SUCCESS,FAILURE,8,4,8,3,17.3476666666667,0.22469831626724,0.081,0.0062449979983984,100.00,short,F
radsz_jacop,SUCCESS,SUCCESS,212,3,0,3,273.666666666667,4.04145188432738,253.276,3.96219118670463,0.00,medium,T
RaiMan_SikuliX2,SUCCESS,SUCCESS,4,4,0,3,3.20066666666667,0.874533208822474,0.00433333333333333,0.000577350269189626,0.00,short,T
raphaeljolivet_java2typescript,SUCCESS,SUCCESS,21,9,0,3,3.891,0.0331813200460743,0.756333333333333,0.0195021366350801,0.00,short,T
rcongiu_Hive-JSON-Serde,SUCCESS,SUCCESS,42,10,0,3,4.192,0.111772089539384,0.319,0.0081853527718724,0.00,short,T
resthub_resthub-spring-stack,SUCCESS,SUCCESS,24,1,0,3,25.744,0.171484693194466,0.251,0.005,0.00,short,T
RichardWarburton_java-8-lambdas-exercises,SUCCESS,FAILURE,158,56,29,3,19.5216666666667,0.401145027805822,17.3983333333333,0.0196299091524467,18.35,short,F
RNCryptor_JNCryptor,SUCCESS,SUCCESS,69,9,0,3,5.94933333333333,0.0426184623529912,3.34433333333333,0.064049460054971,0.00,short,T
rubenlagus_TelegramApi,SUCCESS,FAILURE,4,1,0,3,15.0803333333333,0.0488501108835323,0.234666666666667,0.00680685928555404,0.00,short,T
saturnism_istio-by-example-java,FAILURE,FAILURE,2,2,0,3,18.4513333333333,1.462905442376,7.63433333333333,0.143949065065854,0.00,short,T
Sayi_swagger-dubbo,SUCCESS,SUCCESS,6,4,0,3,4.00333333333333,0.0524817428572388,0.384666666666667,0.00404145188432738,0.00,short,T
scireum_parsii,SUCCESS,FAILURE,19,1,0,3,9.03066666666667,0.303165521346562,0.088,0.00264575131106459,0.00,short,T
sdaschner_scalable-coffee-shop,SUCCESS,SUCCESS,126,6,0,3,3.17366666666667,0.0752351868033391,1.27366666666667,0.0342685472895093,0.00,short,T
searls_jasmine-maven-plugin,SUCCESS,SUCCESS,78,25,0,3,24.2966666666667,0.060665750908839,9.67266666666667,0.0632165590121238,0.00,short,T
SeldonIO_seldon-server,FAILURE,FAILURE,41,12,22,3,72,6.92820323027551,22.953,0.0207846096908263,53.66,short,F
Simmetrics_simmetrics,SUCCESS,FAILURE,1537,64,13,3,5.76866666666667,0.0965004317779635,1.785,0.0390384425918864,0.85,short,T
SimpleAmazonGlacierUploader_SAGU,SUCCESS,FAILURE,43,1,5,3,2.34366666666667,0.0393107279674816,1.07466666666667,0.0277548794508882,11.63,short,F
sirensolutions_siren-join,SUCCESS,SUCCESS,55,16,0,3,28.3216666666667,0.683942492709244,21.4783333333333,0.793395445747789,0.00,short,T
SkyScraperTwc_SecKillDesign,SUCCESS,FAILURE,6,1,6,3,7.34366666666667,0.219030439284893,0.0173333333333333,0.000577350269189624,100.00,short,F
skyscreamer_JSONassert,SUCCESS,SUCCESS,148,10,0,3,1.331,0.0103923048454133,0.141666666666667,0.00577350269189625,0.00,short,T
spotify_completable-futures,SUCCESS,SUCCESS,93,3,0,3,4.13233333333333,0.0785132685177056,0.399666666666667,0.0126622799421484,0.00,short,T
Stratio_cassandra-lucene-index,SUCCESS,SUCCESS,1343,75,0,3,36.011,0.416798512473354,7.04133333333333,0.111168040971016,0.00,short,T
StripesFramework_stripes,FAILURE,SUCCESS,1324,66,0,3,29.6153333333333,0.163417665303764,6.536,0.188215302247187,0.00,short,T
Swagger2Markup_spring-swagger2markup-demo,FAILURE,SUCCESS,2,1,0,3,40.1223333333333,9.76989295403656,0.333666666666667,0.00635085296108589,0.00,short,T
Syncleus_Ferma,SUCCESS,SUCCESS,325,30,0,3,16.0993333333333,0.221903883096564,9.23966666666667,0.18319752545636,0.00,short,T
Tanaguru_Contrast-Finder,SUCCESS,SUCCESS,26,8,0,3,4.89733333333333,0.0640806783151781,1.35633333333333,0.0158219257150745,0.00,short,T
TFdream_mango,SUCCESS,SUCCESS,21,14,0,3,4.65033333333333,0.0771513663737292,0.723666666666667,0.0051316014394469,0.00,short,T
Thomas-S-B_visualee,SUCCESS,FAILURE,120,25,0,3,2.638,0.109302333003463,0.183333333333333,0.00321455025366432,0.00,short,T
thymeleaf_thymeleafexamples-layouts,SUCCESS,SUCCESS,7,3,0,3,8.88666666666667,0.160575008433235,0.864666666666667,0.0285890421898554,0.00,short,T
TimeAndSpaceIO_SmoothieMap,SUCCESS,SUCCESS,1538,7,0,3,13.9883333333333,1.0632047466661,10.064,0.667325258026398,0.00,short,T
TogetherOS_cicada,SUCCESS,SUCCESS,11,4,0,3,9.83266666666667,0.138203955563266,0.715666666666667,0.0505799696849784,0.00,short,T
Treeptik_cloudunit,FAILURE,FAILURE,3,3,3,3,124.333333333333,4.04145188432738,120.839666666667,0.0442869431473093,100.00,medium,F
uklimaschewski_EvalEx,SUCCESS,FAILURE,122,15,0,3,3.59966666666667,0.0178978583448785,0.150666666666667,0.00472581562625261,0.00,short,T
unipop-graph_unipop,SUCCESS,SUCCESS,3246,6,0,3,1935.66666666667,2.51661147842358,1916.29033333333,2.44284472149435,0.00,long,T
usb4java_usb4java,FAILURE,FAILURE,307,23,0,3,3.827,0.0310966236109324,0.608333333333333,0.0280416357107308,0.00,short,T
USCDataScience_sparkler,SUCCESS,SUCCESS,12,5,0,3,83.6666666666667,1.52752523165195,27.8043333333333,1.84534992164991,0.00,short,T
usethesource_capsule,SUCCESS,SUCCESS,151,18,0,3,412.666666666667,7.09459888459759,410.043,7.3872048841223,0.00,long,T
vakinge_jeesuite-libs,SUCCESS,FAILURE,13,2,12,3,4.83533333333333,0.167884881193434,1.213,0.0870689382041611,92.31,short,F
vbauer_caesar,SUCCESS,SUCCESS,53,12,0,3,4.741,0.0380394532032203,1.32233333333333,0.0192180470738661,0.00,short,T
vbauer_jackdaw,SUCCESS,SUCCESS,30,13,0,3,9.58933333333333,0.0987994601874589,0.187666666666667,0.0662142985565303,0.00,short,T
vdmeer_asciitable,SUCCESS,SUCCESS,45,6,0,3,2.56666666666667,0.0549029446690551,0.320666666666667,0.0246644143115812,0.00,short,T
vitalidze_traccar-web,SUCCESS,SUCCESS,69,15,0,3,9.58066666666667,0.115314063900867,4.91066666666667,0.0446579593503036,0.00,short,T
vito16_shop,SUCCESS,FAILURE,9,6,7,3,6.49733333333333,0.0391066916695002,0.027,0.00754983443527075,77.78,short,F
vkostyukov_la4j,SUCCESS,FAILURE,835,20,0,3,12.928,0.0611473629848415,8.45733333333333,0.0718215380880496,0.00,short,T
voodoodyne_subethasmtp,SUCCESS,FAILURE,63,20,10,3,3.822,0.0181934053986603,2.49533333333333,0.00981495457622384,15.87,short,F
warmuuh_libsass-maven-plugin,SUCCESS,SUCCESS,12,2,0,3,4.74266666666667,0.0610027321792502,0.373333333333333,0.0115902257671425,0.00,short,T
watchdog-framework_watchdog-framework,SUCCESS,FAILURE,8,5,6,3,13.61,0.040853396431631,0.0456666666666667,0.00115470053837925,75.00,short,F
wendykierp_JTransforms,SUCCESS,FAILURE,665028,26,0,3,76.6666666666667,0.577350269189626,4627.01466666667,23.5080798308431,0.00,long,T
wenweihu86_raft-java,SUCCESS,SUCCESS,3,3,0,3,4.116,0.0730000000000003,0.384666666666667,0.0273007936392577,0.00,short,T
wg_scrypt,SUCCESS,FAILURE,22,6,0,3,41.093,0.531722672076339,26.018,0.441405709070464,0.00,short,T
wihoho_FaceRecognition,SUCCESS,SUCCESS,3,3,0,3,12.9396666666667,0.213500195159942,9.35366666666667,0.139029972787646,0.00,short,T
winterbe_github-matrix,SUCCESS,FAILURE,2,2,2,3,4.033,0.258918906223551,2.58,0.250593295999714,100.00,short,F
wosyingjun_beauty_ssm,SUCCESS,FAILURE,9,3,9,3,2.47966666666667,0.0171561456432772,1.25733333333333,0.0138684293751432,100.00,short,F
wstrange_GoogleAuth,SUCCESS,SUCCESS,10,2,0,3,1.59166666666667,0.0632639971337041,0.380333333333333,0.0178978583448784,0.00,short,T
wvengen_proguard-maven-plugin,SUCCESS,SUCCESS,7,1,0,3,2.20266666666667,0.0288675134594814,0.028,0.004,0.00,short,T
wxiaoqi_ace-cache,SUCCESS,FAILURE,6,1,0,3,8.80966666666667,0.164256912589192,0.179666666666667,0.0070237691685685,0.00,short,T
wyh-spring-ecosystem-student_spring-boot-student,SUCCESS,FAILURE,111,39,38,3,490.333333333333,1.15470053837925,166.9,0.739718189583061,34.23,medium,F
xetorthio_johm,SUCCESS,FAILURE,38,7,34,3,1.04933333333333,0.0258907963055085,0.108333333333333,0.00709459888459759,89.47,short,F
xianrendzw_EasyReport,FAILURE,FAILURE,4,4,3,3,5.07466666666667,0.0773584729252934,2.47266666666667,0.0170977581376429,75.00,short,F
XiaoMi_linden,SUCCESS,SUCCESS,123,29,0,3,70.3333333333333,3.21455025366432,44.1526666666667,1.29793733798413,0.00,short,T
yahoo_egads,SUCCESS,SUCCESS,45,1,0,3,6.864,0.0433474336033863,3.61566666666667,0.0811931852641177,0.00,short,T
yegor256_xembly,SUCCESS,SUCCESS,63,18,0,3,28.738,7.12187678916169,10.5106666666667,0.433550842846988,0.00,short,T
yinwang0_pysonar2,SUCCESS,SUCCESS,1,1,0,3,3.59433333333333,0.0695725041473522,1.48333333333333,0.0782708971031592,0.00,short,T
yogh-io_bitcoin-transaction-explorer,SUCCESS,SUCCESS,11,7,0,3,5.41366666666667,0.26030815072397,0.133,0.0104403065089106,0.00,short,T
ysc_HtmlExtractor,SUCCESS,SUCCESS,3,3,1,3,16.932,0.931044574657948,10.201,0.841877069410968,33.33,short,F
yuzd_coding.net,SUCCESS,FAILURE,6,1,0,3,31.1533333333333,0.587081198245467,13.6833333333333,0.170253732215576,0.00,short,T
zbum_netty-spring-example,SUCCESS,SUCCESS,3,1,0,3,2.27066666666667,0.0351330803279948,0.303333333333333,0.0170098010962308,0.00,short,T
zccodere_study-imooc,FAILURE,?,84,41,49,3,0,0,32.3856666666667,0.445557328896448,58.33,short,F
zeromq_jzmq,FAILURE,FAILURE,40,1,33,3,3.191,0.0868849814409832,0.599333333333333,0.0217791949652262,82.50,short,F
zeroturnaround_zt-exec,SUCCESS,SUCCESS,93,20,0,3,23.0436666666667,0.537434957304913,18.012,0.592402734632447,0.00,short,T
zeroturnaround_zt-zip,SUCCESS,FAILURE,122,14,5,3,2.49733333333333,0.0427122152707318,1.47733333333333,0.0170391705588428,4.10,short,T
zhangxd1989_spring-boot-cloud,FAILURE,FAILURE,4,2,1,3,67.6666666666667,1.15470053837925,3.79333333333333,1.53850587692519,25.00,short,F
