created_at,default_branch,fork,full_name,ismaven,pushed_at,rev,size,stargazers_count
2016-03-25T14:32:54Z,master,False,fabric8io/spring-cloud-kubernetes,True,2018-12-09T20:53:28Z,6f3ae54598698e8595fa5d0ad8349ad4bea8cdfb,369,561
2017-02-03T17:43:40Z,master,False,Erudika/scoold,True,2018-12-09T21:19:51Z,e42818af6cd9546112833688048dfb34fbe2dd9e,3141,178
2011-04-01T02:12:20Z,master,False,eclipse/jgit,True,2018-12-10T14:10:58Z,d386943b83355e20fcd6848bdd19ec211717d71a,43221,662
2016-12-11T13:53:59Z,master,False,lukas-krecan/ShedLock,True,2018-12-10T18:29:26Z,ff6e8efba4191de8e5e1feabf61a10ea3d31284f,735,396
2016-12-21T16:12:54Z,master,False,Spirals-Team/repairnator,False,2018-12-10T15:57:39Z,e316687e584c06ca955f55bbe5aaae4eddb0ea04,57153,233
2017-07-22T07:00:08Z,master,False,apache/atlas,True,2018-12-14T21:18:18Z,2068d7ddc08c66307a90a6a925d131fe19ce3756,47904,151
2012-12-09T20:33:47Z,develop,False,orientechnologies/orientdb,True,2018-12-16T18:14:34Z,39bc1871f10786bd8f77f01ea3e6a8c1a34d36b1,229062,3699
2012-05-28T12:42:42Z,master,False,mapstruct/mapstruct,True,2018-12-11T17:36:10Z,8edc6f82aa53cd1398944518034759ffd2af08c0,7648,1426
2013-06-22T14:36:32Z,master,False,ff4j/ff4j,True,2018-12-11T11:02:55Z,9f3cec1b969f1c3cd8a8e9aea197b053e75bad32,9369,488
2016-06-01T18:27:06Z,master,False,uber/uReplicator,True,2018-12-11T18:40:10Z,4c67bb30f39b0073be33486da0f6bc49f83ed677,1398,387
2016-05-03T07:45:39Z,develop,False,itext/itext7,True,2018-12-11T16:22:27Z,c1233fd7c57eb3d8b72559822ef38b7d735a2d75,425119,258
2011-08-10T06:16:44Z,master,False,spring-projects/spring-data-cassandra,True,2018-12-11T10:44:41Z,c43783de22629d323924226f4d80a5c828b97877,8776,224
2012-04-05T18:57:03Z,master,False,wala/WALA,True,2018-12-11T15:39:11Z,be9355ac025e696a9ad7d30d675d06656458d015,51043,218
2015-09-09T19:53:09Z,master,False,EvoSuite/evosuite,True,2018-12-11T19:49:00Z,a848dd35b0188623357a425635ac9974eaaea846,232264,195
2017-10-13T15:27:53Z,master,False,HotelsDotCom/styx,True,2018-12-14T16:57:19Z,5172c824343c60b8f6301e3ccdcdaca15121aac9,3752,169
2010-10-21T08:35:43Z,master,False,rest-assured/rest-assured,True,2018-12-12T08:51:14Z,363fcd9df820ed657b5d9daf5045a2a9e1006c5d,8780,3550
2013-01-07T11:49:18Z,master,False,oracle/opengrok,False,2018-12-12T10:27:36Z,,24878,2288
2018-01-18T10:09:47Z,master,False,alibaba/DataX,True,2018-12-12T09:31:29Z,d4d1ea6a15dce5da61de2917010ef9cfa563f3cd,11769,1657
2013-06-02T15:11:33Z,master,False,OpenHFT/Chronicle-Queue,True,2018-12-12T06:50:20Z,53c161e7a4c549f929bef1a787a74f3b78e5c996,48581,1599
2015-12-14T12:12:39Z,master,False,gchq/Gaffer,True,2018-12-14T17:50:12Z,b892624ccf99d501f381d6df5c4efc415902b7f1,118868,1450
2009-05-21T01:33:45Z,master,False,apache/activemq,True,2018-12-12T16:57:39Z,66db4e94bbe9e138572eace45707bbba2a7184c3,53937,1311
2017-03-14T07:00:06Z,master,False,apache/rocketmq-externals,False,2018-12-12T07:13:48Z,d1f387af651e0d7bbe060e1af4dd2b555b3e3e01,12148,1162
2017-05-08T21:52:58Z,master,False,kubernetes-client/java,True,2018-12-17T06:05:19Z,e750b984b3c503fe40c04fb156b35f5978561c69,5091,399
2017-07-17T20:17:04Z,master,False,dremio/dremio-oss,True,2018-12-12T23:07:25Z,d4c98e76e29d84e13508f6802df4acc5e38b1008,17390,387
2013-02-17T11:51:14Z,version5,False,owlcs/owlapi,True,2018-12-12T22:22:42Z,b5d32541cf8a9566e3d68d160d922d2514aa2903,161474,375
2016-02-18T21:32:47Z,master,False,thorntail/thorntail,True,2018-12-14T18:17:02Z,96fafb9b04690fce49475128239ae2bd27ffb6df,21439,292
2013-04-08T07:20:23Z,master,False,apache/tez,True,2018-12-12T05:33:15Z,f49d665393a884295f529ffc7b9493cfa7bb3853,26618,201
2013-03-17T10:00:22Z,master,False,finmath/finmath-lib,True,2018-12-12T18:57:57Z,68f0b42f02a896dd0e4aafbcb153f27b476e6230,31587,151
2014-11-21T23:45:44Z,master,False,mozafari/verdictdb,True,2018-12-12T17:15:16Z,d3ee4a668205618316c32db48eaa4314b1622d30,123695,135
2017-10-02T17:26:55Z,master,False,syndesisio/syndesis,False,2018-12-17T06:00:15Z,7cd62fbb4795d5b3e9e5ad8e8e1c79b9c766b2ca,77375,108
2014-07-01T16:33:34Z,master,False,wildfly/wildfly-core,True,2018-12-14T00:09:25Z,b0be98ca740f23d524f3b07477505e9560883c52,74120,103
2014-05-26T02:29:06Z,master,False,spotify/helios,True,2018-12-14T20:13:20Z,b8ea023e54cd3d7a755924a239c9b8fc4f0e3cee,7615,1960
2016-11-30T08:06:30Z,develop,False,vipshop/Saturn,True,2018-12-13T07:46:34Z,18950c2d9a62613a3923db9c5d444cfa510bb22f,30499,1135
2009-05-21T02:48:37Z,master,False,apache/avro,True,2018-12-13T08:56:52Z,c011d76436a1c11c614a133ae06abbc19baf2436,13115,1082
